user,is_private,is_failure,is_root,is_success,command,ipaddress,date,target
user,0,1,0,0,0,212.192.241.37,2021-11-19 06:00:16,0
user,0,1,0,0,0,195.133.18.210,2021-11-19 06:04:28,0
root,0,1,1,0,0,222.186.153.230,2021-11-19 06:43:37,0
helpdesk,0,1,0,0,0,116.110.252.176,2021-11-19 07:03:14,0
root,0,1,1,0,0,116.110.18.33,2021-11-19 07:03:17,0
admin,0,1,0,0,0,115.76.92.112,2021-11-19 07:03:25,0
zabbix,0,1,0,0,0,116.110.18.33,2021-11-19 07:03:26,0
root,0,1,1,0,0,116.110.252.176,2021-11-19 07:03:28,0
root,0,1,1,0,0,116.110.252.176,2021-11-19 07:03:29,0
admin,0,1,0,0,0,115.76.92.112,2021-11-19 07:03:37,0
admin,0,1,0,0,0,116.110.18.33,2021-11-19 07:03:43,0
sshd,0,1,0,0,0,116.110.252.176,2021-11-19 07:03:44,0
ftp,0,1,0,0,0,115.76.92.112,2021-11-19 07:03:45,0
admin,0,1,0,0,0,116.110.18.33,2021-11-19 07:03:49,0
support,0,1,0,0,0,116.110.252.176,2021-11-19 07:03:54,0
admin,0,1,0,0,0,115.76.92.112,2021-11-19 07:03:54,0
root,0,1,1,0,0,116.110.18.33,2021-11-19 07:03:57,0
admin,0,1,0,0,0,116.110.18.33,2021-11-19 07:04:02,0
user,0,1,0,0,0,116.110.18.33,2021-11-19 07:04:05,0
administrator,0,1,0,0,0,115.76.92.112,2021-11-19 07:04:07,0
admin,0,1,0,0,0,116.110.18.33,2021-11-19 07:04:09,0
root,0,1,1,0,0,116.110.18.33,2021-11-19 07:04:13,0
config,0,1,0,0,0,116.110.18.33,2021-11-19 07:04:14,0
system,0,1,0,0,0,116.110.18.33,2021-11-19 07:04:15,0
admin,0,1,1,0,0,116.110.18.33,2021-11-19 07:04:16,0
guest,0,1,0,0,0,116.110.18.33,2021-11-19 07:04:19,0
user1,0,1,0,0,0,116.110.18.33,2021-11-19 07:04:22,0
operator,0,1,0,0,0,116.110.18.33,2021-11-19 07:04:23,0
admin,0,1,0,0,0,116.110.18.33,2021-11-19 07:04:25,0
uucp,0,1,0,0,0,116.110.18.33,2021-11-19 07:04:28,0
ubnt,0,1,0,0,0,116.110.18.33,2021-11-19 07:04:33,0
admin,0,1,0,0,0,116.110.18.33,2021-11-19 07:04:41,0
user,0,1,0,0,0,116.110.18.33,2021-11-19 07:04:43,0
user1,0,1,0,0,0,116.110.18.33,2021-11-19 07:04:44,0
test,0,1,0,0,0,116.110.18.33,2021-11-19 07:04:47,0
support,0,1,0,0,0,116.110.18.33,2021-11-19 07:04:52,0
admin,0,1,0,0,0,116.110.121.105,2021-11-19 07:05:00,0
root,0,0,1,1,1,195.3.147.47,2021-11-19 07:28:19,1
user,0,1,0,0,0,107.189.30.134,2021-11-19 07:42:33,0
user,0,1,0,0,0,107.189.30.134,2021-11-19 07:43:18,0
user,0,1,0,0,0,107.189.30.134,2021-11-19 07:44:07,0
user,0,1,0,0,0,107.189.30.134,2021-11-19 07:44:52,0
user,0,1,0,0,0,107.189.30.134,2021-11-19 07:45:40,0
user,0,1,0,0,0,107.189.30.134,2021-11-19 07:46:23,0
user,0,1,0,0,0,107.189.30.134,2021-11-19 07:47:12,0
user,0,1,0,0,0,107.189.30.134,2021-11-19 07:47:56,0
user,0,1,0,0,0,195.133.18.24,2021-11-19 08:05:33,0
user,0,1,0,0,0,195.133.18.24,2021-11-19 08:06:16,0
user,0,1,0,0,0,195.133.18.24,2021-11-19 08:06:56,0
user,0,1,0,0,0,141.98.10.92,2021-11-19 08:21:30,0
user,0,1,0,0,0,199.19.225.172,2021-11-19 08:45:58,0
user,0,1,0,0,0,141.98.10.63,2021-11-19 09:17:28,0
root,0,1,1,0,0,36.133.35.225,2021-11-19 09:20:33,0
root,0,1,1,0,0,36.133.35.225,2021-11-19 09:20:37,0
root,0,1,1,0,0,36.133.35.225,2021-11-19 09:20:43,0
root,0,1,1,0,0,36.133.35.225,2021-11-19 09:20:45,0
root,0,1,1,0,0,36.133.35.225,2021-11-19 09:20:49,0
root,0,1,1,0,0,36.133.35.225,2021-11-19 09:20:51,0
root,0,1,1,0,0,36.133.35.225,2021-11-19 09:20:55,0
root,0,1,1,0,0,36.133.35.225,2021-11-19 09:20:57,0
root,0,1,1,0,0,36.133.35.225,2021-11-19 09:21:00,0
root,0,1,1,0,0,36.133.35.225,2021-11-19 09:21:03,0
root,0,1,1,0,0,36.133.35.225,2021-11-19 09:21:06,0
root,0,1,1,0,0,36.133.35.225,2021-11-19 09:21:08,0
root,0,1,1,0,0,36.133.35.225,2021-11-19 09:21:12,0
root,0,1,1,0,0,36.133.35.225,2021-11-19 09:21:15,0
root,0,1,1,0,0,36.133.35.225,2021-11-19 09:21:17,0
root,0,1,1,0,0,36.133.35.225,2021-11-19 09:21:20,0
root,0,1,1,0,0,36.133.35.225,2021-11-19 09:21:23,0
root,0,1,1,0,0,36.133.35.225,2021-11-19 09:21:26,0
root,0,1,1,0,0,36.133.35.225,2021-11-19 09:21:29,0
root,0,1,1,0,0,36.133.35.225,2021-11-19 09:21:32,0
root,0,1,1,0,0,36.133.35.225,2021-11-19 09:21:34,0
root,0,1,1,0,0,36.133.35.225,2021-11-19 09:21:37,0
root,0,1,1,0,0,36.133.35.225,2021-11-19 09:21:40,0
root,0,1,1,0,0,36.133.35.225,2021-11-19 09:21:43,0
root,0,1,1,0,0,36.133.35.225,2021-11-19 09:21:46,0
root,0,1,1,0,0,36.133.35.225,2021-11-19 09:21:49,0
root,0,1,1,0,0,36.133.35.225,2021-11-19 09:21:52,0
root,0,1,1,0,0,36.133.35.225,2021-11-19 09:21:54,0
root,0,1,1,0,0,36.133.35.225,2021-11-19 09:21:57,0
root,0,1,1,0,0,36.133.35.225,2021-11-19 09:22:00,0
root,0,1,1,0,0,36.133.35.225,2021-11-19 09:22:02,0
root,0,1,1,0,0,36.133.35.225,2021-11-19 09:22:06,0
root,0,1,1,0,0,36.133.35.225,2021-11-19 09:22:08,0
root,0,1,1,0,0,36.133.35.225,2021-11-19 09:22:11,0
root,0,1,1,0,0,36.133.35.225,2021-11-19 09:22:15,0
root,0,1,1,0,0,36.133.35.225,2021-11-19 09:22:18,0
root,0,1,1,0,0,36.133.35.225,2021-11-19 09:22:21,0
root,0,1,1,0,0,36.133.35.225,2021-11-19 09:22:23,0
root,0,1,1,0,0,36.133.35.225,2021-11-19 09:22:26,0
root,0,1,1,0,0,36.133.35.225,2021-11-19 09:22:29,0
root,0,1,1,0,0,36.133.35.225,2021-11-19 09:22:31,0
root,0,1,1,0,0,36.133.35.225,2021-11-19 09:22:34,0
root,0,1,1,0,0,36.133.35.225,2021-11-19 09:22:37,0
root,0,1,1,0,0,36.133.35.225,2021-11-19 09:22:40,0
root,0,1,1,0,0,36.133.35.225,2021-11-19 09:22:42,0
root,0,0,1,1,1,36.133.35.225,2021-11-19 09:22:45,1
root,0,1,1,0,0,45.88.137.100,2021-11-19 10:33:51,0
root,0,1,1,0,0,45.88.137.100,2021-11-19 10:33:51,0
root,0,0,1,1,1,195.3.147.47,2021-11-19 10:53:28,1
root,0,1,1,0,0,109.173.84.254,2021-11-19 11:58:07,0
root,0,1,1,0,0,109.173.84.254,2021-11-19 11:58:08,0
root,0,0,1,1,1,109.173.84.254,2021-11-19 11:58:10,1
user,0,1,0,0,0,195.133.18.210,2021-11-19 12:03:46,0
user,0,1,0,0,0,205.185.119.112,2021-11-19 13:12:11,0
user,0,1,0,0,0,209.141.33.121,2021-11-19 13:33:32,0
admin,0,1,0,0,0,182.253.199.42,2021-11-19 13:35:04,0
-1,0,1,0,0,0,182.253.199.42,2021-11-19 13:35:04,0
admin,0,1,0,0,0,182.253.199.42,2021-11-19 13:35:10,0
-1,0,1,0,0,0,182.253.199.42,2021-11-19 13:35:10,0
admin,0,1,0,0,0,182.253.199.42,2021-11-19 13:35:14,0
-1,0,1,0,0,0,182.253.199.42,2021-11-19 13:35:14,0
admin,0,1,0,0,0,182.253.199.42,2021-11-19 13:35:16,0
-1,0,1,0,0,0,182.253.199.42,2021-11-19 13:35:16,0
admin,0,1,0,0,0,182.253.199.42,2021-11-19 13:35:35,0
-1,0,1,0,0,0,182.253.199.42,2021-11-19 13:35:35,0
root,0,0,1,1,1,195.3.147.47,2021-11-19 13:44:36,1
user,0,1,0,0,0,205.185.113.226,2021-11-19 14:07:20,0
user,0,1,0,0,0,141.98.10.63,2021-11-19 14:55:30,0
user,0,1,0,0,0,209.141.33.193,2021-11-19 15:01:30,0
user,0,1,0,0,0,199.19.224.231,2021-11-19 15:07:15,0
user,0,1,0,0,0,141.98.10.63,2021-11-19 15:17:21,0
user,0,1,0,0,0,141.98.10.63,2021-11-19 15:30:19,0
user,0,1,0,0,0,205.185.113.226,2021-11-19 16:12:30,0
user,0,1,0,0,0,205.185.119.40,2021-11-19 16:59:33,0
user,0,1,0,0,0,212.192.241.37,2021-11-19 17:00:06,0
user,0,1,0,0,0,212.192.241.37,2021-11-19 17:00:35,0
user,0,1,0,0,0,195.133.18.210,2021-11-19 17:29:39,0
user,0,1,0,0,0,195.133.18.24,2021-11-19 17:39:42,0
user,0,1,0,0,0,195.133.18.24,2021-11-19 17:40:22,0
user,0,1,0,0,0,195.133.18.24,2021-11-19 17:41:29,0
user,0,1,0,0,0,205.185.113.226,2021-11-19 18:22:44,0
user,0,1,0,0,0,195.133.18.24,2021-11-19 19:34:18,0
user,0,1,0,0,0,195.133.18.24,2021-11-19 19:35:00,0
user,0,1,0,0,0,195.133.18.24,2021-11-19 19:35:42,0
root,0,0,1,1,1,195.3.147.47,2021-11-19 19:38:02,1
user,0,1,0,0,0,205.185.113.226,2021-11-19 19:58:59,0
user,0,1,0,0,0,205.185.123.252,2021-11-19 20:07:07,0
user,0,1,0,0,0,212.192.241.37,2021-11-19 20:28:54,0
user,0,1,0,0,0,141.98.10.60,2021-11-19 20:52:11,0
user,0,1,0,0,0,141.98.10.60,2021-11-19 20:52:21,0
root,0,1,1,0,0,45.88.137.100,2021-11-19 21:18:58,0
root,0,1,1,0,0,45.88.137.100,2021-11-19 21:18:58,0
user,0,1,0,0,0,205.185.119.112,2021-11-19 21:34:03,0
user,0,1,0,0,0,141.98.10.63,2021-11-19 21:55:12,0
root,0,1,1,0,0,142.93.214.155,2021-11-19 22:02:16,0
oracle,0,1,0,0,0,142.93.214.155,2021-11-19 22:02:22,0
root,0,1,1,0,0,142.93.214.155,2021-11-19 22:02:27,0
postgres,0,1,0,0,0,142.93.214.155,2021-11-19 22:02:34,0
root,0,1,1,0,0,142.93.214.155,2021-11-19 22:02:39,0
hadoop,0,1,0,0,0,142.93.214.155,2021-11-19 22:02:46,0
root,0,1,1,0,0,142.93.214.155,2021-11-19 22:02:52,0
git,0,1,0,0,0,142.93.214.155,2021-11-19 22:02:57,0
root,0,1,1,0,0,142.93.214.155,2021-11-19 22:03:03,0
mysql,0,1,0,0,0,142.93.214.155,2021-11-19 22:03:09,0
root,0,1,1,0,0,142.93.214.155,2021-11-19 22:03:15,0
test,0,1,0,0,0,142.93.214.155,2021-11-19 22:03:22,0
root,0,0,1,1,1,142.93.214.155,2021-11-19 22:03:28,1
user,0,1,0,0,0,142.93.214.155,2021-11-19 22:03:34,0
root,0,0,1,1,1,142.93.214.155,2021-11-19 22:03:40,1
guest,0,1,0,0,0,142.93.214.155,2021-11-19 22:03:46,0
root,0,0,1,1,1,142.93.214.155,2021-11-19 22:03:52,1
student,0,1,0,0,0,142.93.214.155,2021-11-19 22:03:59,0
root,0,1,1,0,0,142.93.214.155,2021-11-19 22:04:05,0
svn,0,1,0,0,0,142.93.214.155,2021-11-19 22:04:11,0
root,0,1,1,0,0,142.93.214.155,2021-11-19 22:04:17,0
ubuntu,0,1,0,0,0,142.93.214.155,2021-11-19 22:04:23,0
root,0,1,1,0,0,142.93.214.155,2021-11-19 22:04:30,0
ts3,0,1,0,0,0,142.93.214.155,2021-11-19 22:04:36,0
odoo,0,1,0,0,0,142.93.214.155,2021-11-19 22:04:42,0
root,0,1,1,0,0,142.93.214.155,2021-11-19 22:04:49,0
jenkins,0,1,0,0,0,142.93.214.155,2021-11-19 22:04:55,0
root,0,1,1,0,0,142.93.214.155,2021-11-19 22:05:01,0
root,0,1,1,0,0,142.93.214.155,2021-11-19 22:05:07,0
root,0,1,1,0,0,142.93.214.155,2021-11-19 22:05:13,0
jira,0,1,0,0,0,142.93.214.155,2021-11-19 22:05:20,0
root,0,1,1,0,0,142.93.214.155,2021-11-19 22:05:26,0
stack,0,1,0,0,0,142.93.214.155,2021-11-19 22:05:33,0
root,0,1,1,0,0,142.93.214.155,2021-11-19 22:05:39,0
weblogic,0,1,0,0,0,142.93.214.155,2021-11-19 22:05:45,0
www,0,1,0,0,0,142.93.214.155,2021-11-19 22:05:51,0
teamspeak,0,1,0,0,0,142.93.214.155,2021-11-19 22:05:58,0
root,0,1,1,0,0,142.93.214.155,2021-11-19 22:06:04,0
webmaster,0,1,0,0,0,142.93.214.155,2021-11-19 22:06:11,0
root,0,1,1,0,0,142.93.214.155,2021-11-19 22:06:17,0
elastic,0,1,0,0,0,142.93.214.155,2021-11-19 22:06:24,0
elasticsearch,0,1,0,0,0,142.93.214.155,2021-11-19 22:06:30,0
demo,0,1,0,0,0,142.93.214.155,2021-11-19 22:06:37,0
spark,0,1,0,0,0,142.93.214.155,2021-11-19 22:06:43,0
db,0,1,0,0,0,142.93.214.155,2021-11-19 22:06:50,0
server,0,1,0,0,0,142.93.214.155,2021-11-19 22:06:56,0
dev,0,1,0,0,0,142.93.214.155,2021-11-19 22:07:02,0
webadmin,0,1,0,0,0,142.93.214.155,2021-11-19 22:07:09,0
ftpuser,0,1,0,0,0,142.93.214.155,2021-11-19 22:07:15,0
ftpadmin,0,1,0,0,0,142.93.214.155,2021-11-19 22:07:21,0
user,0,1,0,0,0,205.185.113.226,2021-11-19 22:07:27,0
ftptest,0,1,0,0,0,142.93.214.155,2021-11-19 22:07:28,0
debian,0,1,0,0,0,142.93.214.155,2021-11-19 22:07:34,0
test1,0,1,0,0,0,142.93.214.155,2021-11-19 22:07:41,0
user1,0,1,0,0,0,142.93.214.155,2021-11-19 22:07:47,0
user01,0,1,0,0,0,142.93.214.155,2021-11-19 22:07:54,0
user,0,1,0,0,0,103.89.91.179,2021-11-19 22:55:52,0
-1,0,1,0,0,0,103.89.91.179,2021-11-19 22:55:52,0
-1,0,1,0,0,0,103.89.91.179,2021-11-19 22:55:52,0
-1,0,1,0,0,0,103.89.91.179,2021-11-19 22:55:52,0
user,0,1,0,0,0,103.89.91.179,2021-11-19 22:55:52,0
admin,0,1,0,0,0,103.89.91.179,2021-11-19 22:55:55,0
-1,0,1,0,0,0,103.89.91.179,2021-11-19 22:55:55,0
-1,0,1,0,0,0,103.89.91.179,2021-11-19 22:55:55,0
-1,0,1,0,0,0,103.89.91.179,2021-11-19 22:55:55,0
admin,0,1,0,0,0,103.89.91.179,2021-11-19 22:55:55,0
username,0,1,0,0,0,103.89.91.179,2021-11-19 22:55:58,0
-1,0,1,0,0,0,103.89.91.179,2021-11-19 22:55:58,0
-1,0,1,0,0,0,103.89.91.179,2021-11-19 22:55:59,0
-1,0,1,0,0,0,103.89.91.179,2021-11-19 22:55:59,0
username,0,1,0,0,0,103.89.91.179,2021-11-19 22:55:59,0
ubnt,0,1,0,0,0,103.89.91.179,2021-11-19 22:56:04,0
-1,0,1,0,0,0,103.89.91.179,2021-11-19 22:56:04,0
-1,0,1,0,0,0,103.89.91.179,2021-11-19 22:56:04,0
-1,0,1,0,0,0,103.89.91.179,2021-11-19 22:56:04,0
ubnt,0,1,0,0,0,103.89.91.179,2021-11-19 22:56:04,0
ftp,0,1,0,0,0,103.89.91.179,2021-11-19 22:56:07,0
-1,0,1,0,0,0,103.89.91.179,2021-11-19 22:56:07,0
-1,0,1,0,0,0,103.89.91.179,2021-11-19 22:56:07,0
-1,0,1,0,0,0,103.89.91.179,2021-11-19 22:56:07,0
ftp,0,1,0,0,0,103.89.91.179,2021-11-19 22:56:08,0
root,0,1,1,0,0,103.89.91.179,2021-11-19 22:56:11,0
-1,0,1,1,0,0,103.89.91.179,2021-11-19 22:56:11,0
-1,0,1,1,0,0,103.89.91.179,2021-11-19 22:56:11,0
-1,0,1,1,0,0,103.89.91.179,2021-11-19 22:56:11,0
root,0,1,1,0,0,103.89.91.179,2021-11-19 22:56:12,0
root,0,0,1,1,1,195.3.147.47,2021-11-19 23:07:27,1
debianuser,0,1,0,0,0,205.185.114.87,2021-11-19 23:59:03,0
admin,0,1,0,0,0,116.110.99.56,2021-11-20 00:10:57,0
administrator,0,1,0,0,0,116.110.121.105,2021-11-20 00:11:16,0
root,0,1,1,0,0,116.110.252.176,2021-11-20 00:11:18,0
admin,0,1,0,0,0,116.110.86.161,2021-11-20 00:11:20,0
system,0,1,0,0,0,116.110.86.161,2021-11-20 00:11:26,0
uucp,0,1,0,0,0,116.110.86.161,2021-11-20 00:11:29,0
guest,0,1,0,0,0,116.105.18.147,2021-11-20 00:11:37,0
admin,0,1,0,0,0,116.110.99.56,2021-11-20 00:11:42,0
admin,0,1,0,0,0,116.110.86.161,2021-11-20 00:11:42,0
ubnt,0,1,0,0,0,116.110.86.161,2021-11-20 00:11:46,0
operator,0,1,0,0,0,116.110.99.56,2021-11-20 00:11:46,0
user1,0,1,0,0,0,116.110.121.105,2021-11-20 00:11:50,0
admin,0,1,0,0,0,115.76.92.153,2021-11-20 00:11:53,0
admin,0,1,0,0,0,115.76.92.153,2021-11-20 00:11:55,0
root,0,1,1,0,0,116.110.86.161,2021-11-20 00:12:05,0
ftp,0,1,0,0,0,116.110.86.161,2021-11-20 00:12:09,0
helpdesk,0,1,0,0,0,116.110.121.105,2021-11-20 00:12:14,0
root,0,1,1,0,0,116.110.86.161,2021-11-20 00:12:17,0
user,0,1,0,0,0,116.110.86.161,2021-11-20 00:12:18,0
admin,0,1,0,0,0,116.110.252.176,2021-11-20 00:12:23,0
support,0,1,0,0,0,116.110.121.105,2021-11-20 00:12:24,0
test,0,1,0,0,0,116.110.99.56,2021-11-20 00:12:24,0
root,0,1,1,0,0,116.110.99.56,2021-11-20 00:12:26,0
zabbix,0,1,0,0,0,116.110.99.56,2021-11-20 00:12:29,0
support,0,1,0,0,0,116.110.252.176,2021-11-20 00:12:35,0
user,0,1,0,0,0,116.110.99.56,2021-11-20 00:12:41,0
admin,0,1,1,0,0,115.76.92.153,2021-11-20 00:12:57,0
sshd,0,1,0,0,0,116.110.99.56,2021-11-20 00:13:00,0
user1,0,1,0,0,0,115.76.92.153,2021-11-20 00:13:02,0
admin,0,1,0,0,0,116.110.121.105,2021-11-20 00:13:03,0
listd,0,1,0,0,0,116.110.121.105,2021-11-20 00:13:04,0
root,0,1,1,0,0,116.110.99.56,2021-11-20 00:13:05,0
config,0,1,0,0,0,116.105.18.147,2021-11-20 00:13:18,0
ayden,0,1,0,0,0,116.110.121.105,2021-11-20 00:18:33,0
ubnt,0,1,0,0,0,116.110.252.176,2021-11-20 00:18:57,0
admin,0,1,0,0,0,116.110.99.56,2021-11-20 00:18:59,0
am,0,1,0,0,0,115.76.92.153,2021-11-20 00:19:22,0
bin,0,1,0,0,0,115.76.92.153,2021-11-20 00:20:35,0
blank,0,1,0,0,0,116.110.86.161,2021-11-20 00:20:47,0
user,0,1,0,0,0,116.105.18.147,2021-11-20 00:21:24,0
demo,0,1,0,0,0,116.110.99.56,2021-11-20 00:21:30,0
joyce,0,1,0,0,0,116.110.99.56,2021-11-20 00:21:36,0
admin,0,1,0,0,0,182.1.120.8,2021-11-20 00:22:28,0
-1,0,1,0,0,0,182.1.120.8,2021-11-20 00:22:28,0
admin,0,1,0,0,0,182.1.120.8,2021-11-20 00:22:34,0
-1,0,1,0,0,0,182.1.120.8,2021-11-20 00:22:34,0
